ID,Newick
iroq1247,"((elat1241:1,kitu1247:1,otal1238:1,over1238:1)cher1273:1,(cayu1261:1,(cord1234:1,huro1249:1,nort3303:1,(petu1235:1,nucl1648:1)petu1234:1,rock1235:1,sout3287:1)wyan1247:1,laur1250:1,(moha1258:1,onei1249:1)moha1257:1,onon1246:1,sene1264:1,susq1241:1,(nott1246:1,tusc1257:1)tusc1256:1)nort2947:1)iroq1247:1;"
iwai1246,"(amar1271:1,((gari1254:1,ilga1238:1)gari1253:1,(iway1238:1)iwai1244:1)cent2228:1,maun1240:1)iwai1246:1;"
japo1237,"(hach1239:1,((((hokk1249:1,((chib1248:1,ibar1242:1,toch1258:1)east2527:1,(bosh1242:1,chic1269:1,gunm1237:1,kana1290:1,tama1337:1,(hyoj1237:1,shit1242:1)toky1238:1)west2608:1)kant1251:1,((akit1240:1,mori1272:1,namb1295:1,shim1253:1,shon1252:1,tsug1237:1)nort2934:1,(aizu1241:1,fuku1243:1,kese1237:1,moga1249:1,send1240:1,yama1262:1,yone1237:1)sout2953:1)toho1244:1,((joet1237:1,naga1406:1,niig1237:1,uonu1237:1)echi1237:1,(hida1245:1,(east2528:1,west2609:1)mika1255:1,mino1244:1,(chit1283:1,nago1242:1)owar1237:1)gifu1238:1,(ensh1237:1,izuu1237:1,(chus1237:1,hoku1243:1,nans1238:1,okus1237:1,tosh1237:1)naga1408:1,shiz1237:1,yama1263:1)naga1407:1)toka1245:1)east2526:1,hach1238:1,(((yana1269:1,omut1237:1)chik1252:1,chik1251:1,haka1241:1,hita1244:1,kuma1281:1,(hira1247:1,sase1237:1)naga1405:1,saga1265:1,tsus1237:1)hich1237:1,(kita1251:1,miya1258:1,oita1237:1)honi1246:1,(moro1291:1,osum1242:1,sats1242:1)sats1241:1)kyus1238:1,((fuku1242:1,hiro1237:1,iwam1258:1,okay1237:1,taji1247:1,tang1357:1,tott1237:1,yama1261:1)chug1253:1,(fuku1241:1,kana1289:1,noto1243:1,sado1237:1,toya1237:1)hoku1242:1,(bans1249:1,kobe1244:1,(gion1237:1,gosh1237:1,muro1241:1)kyot1238:1,maiz1237:1,(igaa1237:1,isee1237:1,shim1252:1)miee1237:1,okuy1237:1,shig1237:1,waka1278:1,waka1279:1,(kawa1282:1,semb1241:1,sens1241:1)osak1237:1)kink1238:1,(hata1244:1,iyob1237:1,kaga1258:1,toku1245:1)shik1243:1,(izum1237:1,yona1240:1)umpa1238:1)west2607:1)nucl1643:1,yila1234:1)japa1258:1,oldj1239:1)japa1256:1,((((onot1238:1)kika1239:1,(((east2529:1,west2610:1)okin1246:1,(kame1253:1)toku1246:1)okin1245:1,((naze1238:1,sani1272:1)nort2935:1,sout2954:1)oshi1235:1)nucl1644:1,yoro1243:1)amam1245:1,((kuda1249:1,naha1264:1,shur1243:1,tori1242:1)cent2126:1,(nago1243:1)kuni1268:1)okin1244:1)nort3255:1,(((hate1238:1,hato1238:1,ishi1240:1,kabi1263:1,koha1246:1,kuro1243:1,shir1262:1,sona1243:1,take1256:1)yaey1239:1,yona1241:1)macr1267:1,((kuri1272:1,miya1260:1,ogam1239:1)cent2327:1,(ikem1235:1,irab1238:1)ikem1234:1,tara1319:1)miya1259:1)ryuk1244:1)ryuk1243:1)japo1237:1;"
jara1244,"(jara1245:1,onge1236:1)jara1244:1;"
jarr1235,"(gadj1243:1,kitj1240:1,miri1266:1)jarr1235:1;"
jica1245,"(toll1241:1,west2777:1)jica1245:1;"
jiva1245,"(agua1253:1,((achu1249:1,shiw1235:1)achu1248:1,huam1247:1,shua1257:1)shua1256:1)jiva1245:1;"
kadu1256,"((((abus1238:1,chir1285:1,kron1244:1,kufa1238:1,nucl1436:1)kang1288:1,(damb1245:1,kadu1257:1,katc1250:1,miri1267:1,tumm1238:1)katc1249:1)katc1251:1,((fama1238:1)kron1241:1,(karo1296:1,nucl1438:1,tala1282:1)tumt1243:1)east2424:1,(dare1242:1,kamd1238:1,nucl1437:1)tuli1249:1)cent2229:1,(demi1241:1,nucl1435:1)keig1242:1)kadu1256:1;"
kaku1242,"((macu1261:1,vaup1239:1)cacu1241:1,nuka1242:1)kaku1242:1;"
kala1402,"(kala1400:1,tual1242:1,yonc1234:1)kala1402:1;"
kamu1264,"(((east2522:1,nort2932:1,sout2952:1)aeky1238:1,pare1271:1)awin1249:1,kamu1260:1)kamu1264:1;"
kart1248,"((((((lowe1458:1,uppe1479:1)imer1247:1,mesk1241:1)cent2387:1,(fere1244:1,ingi1240:1,kaxe1238:1,tian1239:1)east2870:1,(moxe1238:1,mtiu1238:1,psha1238:1,tush1241:1,xevs1238:1)nort3382:1,(((lowe1457:1,uppe1478:1)imer1248:1,jude1258:1)imer1250:1,rach1238:1)nort3381:1,(adzh1238:1,guri1246:1,imer1249:1)sout3358:1)nucl1302:1,oldg1234:1)geor1253:1,(((chxa1238:1,xopa1238:1)sena1260:1,vice1240:1,(atin1240:1,samu1241:1)west2932:1)lazz1240:1,(samu1244:1,sena1272:1)ming1252:1)zann1245:1)geor1252:1,(lash1242:1,lent1241:1,lowe1397:1,uppe1407:1)svan1243:1)kart1248:1;"
katl1246,"((julu1237:1,(bomb1239:1,karo1251:1,kate1235:1,kidd1235:1,kirk1236:1,kold1235:1)katl1237:1)katl1236:1,tima1241:1)katl1246:1;"
katu1274,"(kata1270:1,(cuti1242:1,katu1276:1,tsho1239:1)kana1291:1)katu1274:1;"
kaur1274,"(kaur1271:1,kosa1251:1)kaur1274:1;"
kawe1237,"(alac1239:1,(alac1240:1,(tawo1245:1,aksa1237:1)qawa1238:1)nort1506:1)kawe1237:1;"
kera1258,"(((nort2931:1,sout2951:1)amba1269:1,(kamb1306:1)apma1241:1)east2864:1,(((kaim1242:1,mong1348:1)mong1344:1,lang1328:1)mwak1234:1,(manu1264:1,maru1253:1)yaul1241:1)mong1343:1)kera1258:1;"
kere1287,"((coch1273:1,sanf1260:1,sant1426:1,sant1425:1,ziaa1251:1)east1472:1,(acom1246:1)west2632:1)kere1287:1;"
khoe1240,"(((((akho1238:1,hain1254:1,kedi1239:1)haio1238:1,(cent2051:1,dama1270:1,gims1238:1,nama1265:1,nami1255:1,sesf1238:1)nama1264:1)nort3245:1,((eini1234:1,gysi1234:1,kora1299:1,uppe1468:1)kora1292:1,xiri1242:1)sout3214:1)khoe1242:1,(((cara1246:1,dani1286:1,deti1240:1,gana1276:1,nook1246:1,shua1255:1,tshi1238:1,oree1238:1,xais1238:1,aiye1242:1)shua1254:1,((gaba1234:1,tcir1234:1,tjwa1234:1)tsoa1238:1,(cuat1240:1,kuaa1239:1,tsua1234:1)kuaa1238:1)tshw1239:1)ostk1235:1,tsix1234:1,((anii1246:1,(buga1248:1,buma1245:1,kxoe1244:1,anii1247:1,xokx1238:1,xomk1238:1)kxoe1243:1)kxoe1242:1,(((domk1238:1,gaak1238:1,gana1275:1,khes1242:1)gana1274:1,(khut1242:1)gwii1239:1)anaa1239:1,(qabe1238:1,ging1242:1,tsao1238:1)naro1249:1)naro1248:1)west2506:1)nonk1236:1)khoe1241:1,(zoro1243:1)kwad1244:1)khoe1240:1;"
kiow1265,"(kiow1266:1,((hano1247:1)ariz1237:1,(namb1296:1,pojo1241:1,sani1273:1,sanj1276:1,sant1421:1,tesu1245:1)tewa1260:1)tewa1261:1,(piro1248:1,((isle1245:1,sand1277:1)sout2961:1,(picu1248:1,(taos1236:1)nort1550:1)taos1246:1)tiwa1255:1)tiwa1254:1,jeme1245:1)kiow1265:1;"
kiwa1251,"((gama1254:1,lowe1421:1,nuhi1238:1,sisi1249:1,uppe1434:1)bamu1257:1,(arig1248:1,giba1246:1,kope1239:1,uram1241:1)nort2930:1,(coas1298:1,daru1245:1,doum1239:1,east2521:1,isla1274:1,sout2950:1)sout2949:1,((giba1247:1)kere1286:1,mori1271:1)tura1266:1,wabo1241:1)kiwa1251:1;"
koia1260,"((((bira1255:1,mugu1243:1)nucl1630:1,nami1258:1)bara1377:1,(afor1239:1,akab1250:1,aver1239:1,chim1299:1,deaa1243:1,jimu1237:1,kari1308:1,mesa1247:1,minj1241:1,muat1238:1,nami1257:1,numb1248:1,okoo1246:1,waku1239:1)esee1247:1,(asap1239:1,gora1266:1,zuwa1238:1)omie1241:1)bara1376:1,((biag1234:1,moun1252:1)biag1235:1,((hoge1238:1,laha1254:1,oman1238:1)gras1249:1,(east2517:1,west2601:1)koit1244:1)koit1243:1)koia1261:1)koia1260:1;"
kolo1268,"((kima1246:1,rian1263:1)kima1245:1,ndom1245:1)kolo1268:1;"
koma1264,"(((buld1238:1,(biko1241:1,(bilu1247:1,modi1234:1)bilu1246:1,(kusg1238:1,pame1262:1)pame1261:1,pila1247:1)opuu1239:1)dana1255:1,(komo1258:1,((bony1234:1,chal1268:1)nort3337:1,yabu1235:1)uduk1239:1)twam1235:1)opuu1238:1,(high1291:1,lowl1272:1)kwam1249:1)koma1264:1;"
kore1284,"(jeju1234:1,((chol1278:1,kyon1247:1)chol1288:1,(chun1247:1,hwan1238:1)chun1248:1,(hamg1238:1,pyon1239:1)hamg1239:1,(earl1249:1,late1258:1)midd1372:1,seou1239:1)kore1280:1)kore1284:1;"
kres1240,"(ajas1235:1,(dong1296:1,((orlo1238:1,naka1261:1,gbay1290:1,gbay1289:1,gbay1291:1)gbay1292:1,woro1259:1)gbay1288:1)kres1241:1)kres1240:1;"
krua1234,"((mobu1235:1,tiag1235:1)aizi1248:1,(((dafa1242:1,defa1250:1,depl1238:1,niga1242:1,nyin1249:1)bakw1243:1,wane1242:1)bakw1242:1,(((gbad1242:1,kpak1238:1,neke1238:1,niab1238:1,zadi1238:1,zebi1238:1)gagn1235:1,kouy1238:1)east2416:1,(dalo1238:1,(dagl1238:1,dlog1238:1,glib1238:1,jluk1238:1,kagb1242:1,koyo1243:1,nugb1238:1,nyag1246:1,tigl1238:1)godi1239:1,(guib1247:1,soub1242:1)guib1246:1)west2489:1)bete1265:1,(((gabo1234:1,(vata1239:1)lako1244:1)gueb1239:1,(divo1238:1,lozo1238:1)yoco1235:1)dida1245:1,neyo1238:1)dida1244:1,(kodi1246:1)unun9909:1)east2415:1,kuwa1247:1,(((cent2040:1,gbas1238:1,gbor1241:1,hwen1238:1,maba1271:1,rive1258:1)nucl1418:1,dewo1238:1,(dorb1243:1,kplo1238:1)gbii1242:1)bass1262:1,(((dugb1238:1,gbow1238:1,piee1238:1,trep1238:1,wlep1238:1,wluw1238:1,yapo1245:1,yrew1238:1)pyek1235:1,(plap1239:1,(bapo1238:1,dapo1239:1,glaw1238:1,honp1238:1,plap1238:1,tepo1240:1,wlop1238:1,yrep1238:1)tepo1239:1)tepo1241:1)ivor1240:1,((((kple1238:1,wede1238:1)barc1235:1,((boro1276:1,doro1261:1,glob1238:1,nyen1259:1,trem1243:1)cent2041:1,(biab1239:1,dedi1238:1,gede1242:1,nyan1312:1)gbol1235:1)gbol1236:1)barc1236:1,(ched1238:1,ejee1238:1,fopo1238:1,gbep1238:1,jede1238:1,klep1238:1,(keti1246:1,niti1248:1,sabo1240:1,tuob1242:1,webo1238:1)nort2811:1,pali1275:1,tien1243:1)nort2810:1)nort3193:1,(gleb1238:1,jabo1238:1,nyab1254:1,wrel1238:1)sout2826:1)greb1256:1)greb1257:1,((cent2039:1,east2413:1,west2487:1,west2486:1)klao1243:1,taju1238:1)klao1242:1,((daho1238:1,(glar1242:1,twab1238:1)glar1241:1,glio1241:1,((beuu1238:1,fleo1238:1,gboo1246:1,neao1241:1,nyeo1239:1,zaaa1238:1,zagn1242:1,zagn1241:1,zibi1242:1)weso1238:1,(kaor1241:1,nidr1238:1)wewe1238:1)guer1240:1,(juar1239:1,kaba1280:1,nomo1238:1,putu1242:1,sink1244:1,waya1266:1)sapo1251:1,(biai1238:1,gbae1238:1,gbar1247:1,gboo1245:1,gbor1242:1,kpea1238:1,pewa1238:1,ploo1238:1)west2488:1)guer1244:1,(gorb1238:1,kann1256:1,kono1266:1,tchi1246:1)east2414:1,(nucl1419:1,nyed1238:1)nyab1255:1,(peom1238:1,semi1261:1,taoo1239:1)weno1238:1)weea1234:1)west2485:1)krua1234:1;"
kuli1252,"(ikkk1242:1,(nyan1313:1,sooo1256:1)ngan1305:1)kuli1252:1;"
kwer1242,"((east1857:1,west1399:1)isir1237:1,((bagu1251:1,kauw1242:1,(nogu1238:1,sasa1251:1,seri1256:1)nucl1595:1,kwer1263:1,trim1239:1)kwer1262:1,(airo1242:1,sama1240:1)west1486:1)kwer1240:1)kwer1242:1;"
kwom1263,"((ekos1238:1,west2581:1)nucl1593:1,naii1241:1)kwom1263:1;"
kxaa1236,"((naqr1234:1,sasi1238:1,huaa1249:1)hoaa1235:1,(cent2300:1,kung1261:1,vase1234:1,(dzuo1238:1,kxau1241:1,noga1250:1)juho1239:1)juku1256:1)kxaa1236:1;"
lake1255,"((foau1240:1,tawo1244:1)east2500:1,(awer1241:1,(rasa1243:1,sapo1254:1)rasa1242:1)farw1236:1,((edop1238:1,(foii1242:1,nucl1600:1,turu1251:1)iauu1242:1)cent2110:1,(east2501:1,west2583:1)duvl1242:1,((dout1240:1,kaiy1239:1,kwer1264:1,papa1269:1,wari1264:1)dout1239:1,(biri1259:1,erit1239:1,obok1239:1)erit1238:1,sika1263:1)east2502:1,((fayu1238:1,(faia1238:1,nucl1599:1)kiri1256:1)fayu1239:1,(deir1239:1,nucl1598:1,weir1238:1)taus1252:1)west2582:1)tari1255:1)lake1255:1;"
left1242,"(owin1240:1,(amap1240:1,((kabo1249:1,niki1238:1,umur1238:1)bopa1235:1,iter1241:1)iter1240:1,nakw1240:1,nimo1247:1)nucl1244:1)left1242:1;"
leng1261,"((anga1316:1,(echo1239:1,laya1256:1)guan1268:1,sana1298:1,toba1268:1)east2852:1,(nort2971:1,sout2989:1)leng1262:1)leng1261:1;"
limi1242,"(nucl1327:1,wuln1239:1)limi1242:1;"
lowe1437,"((ango1255:1,cham1313:1,(tabr1243:1,yima1243:1)kara1498:1,(kopa1248:1,muri1260:1)norr1244:1)lowe1423:1,(((auwa1242:1,nucl1640:1,sabu1256:1)abuu1241:1,goro1261:1)agoa1234:1,(aiom1240:1,anor1241:1)aian1241:1,bana1292:1,((anda1284:1,(kang1291:1,tang1355:1)tang1375:1,tang1356:1)tang1354:1,((brer1240:1,romk1240:1)brer1241:1,akru1241:1,inap1241:1,(igan1243:1,komi1271:1)unun9900:1)tamo1242:1)goam1234:1,(((bore1248:1,boro1280:1,botb1238:1)bore1247:1,((nubi1252:1,nucl1639:1)awar1249:1,bosn1248:1)bosn1247:1,(kaia1245:1,wata1253:1)wata1252:1)wagg1235:1,(kire1240:1,(arua1260:1,sepe1240:1)mika1254:1)kire1239:1)lowe1439:1,(lioo1241:1,ndra1238:1)raoo1244:1)ramu1234:1)lowe1437:1;"
maba1274,"(((((bakh1247:1,kash1279:1,koni1260:1,nucl1442:1)kara1484:1,(fara1237:1,yaal1238:1)kend1253:1,(abka1238:1,dond1248:1,kaja1248:1,keli1249:1,kodo1238:1,kuji1238:1,mala1389:1,mand1429:1,mand1428:1,nyab1256:1,oule1238:1)maba1277:1,marf1238:1)nucl1441:1,((darf1238:1,nort2818:1,nyal1251:1,sout2839:1,west2497:1)nucl1440:1,mass1262:1,surb1238:1)masa1301:1)maba1276:1,((dage1243:1,murr1262:1,nucl1439:1)kibe1241:1,rung1258:1)rung1257:1)maba1275:1,mimi1241:1)maba1274:1;"
maid1262,"(nise1244:1,nort2952:1,nort2951:1,vall1252:1)maid1262:1;"
mail1249,"((bauw1240:1,ooku1235:1)bauw1241:1,(bina1274:1,bina1275:1)bina1273:1,domu1245:1,laua1245:1,(asia1264:1,baib1249:1,bore1246:1,dara1252:1,dere1243:1,doma1262:1,geag1239:1,ilai1239:1,isla1273:1)mail1248:1,mora1273:1)mail1249:1;"
mair1253,"((nort2908:1)nucl1594:1,merr1239:1,semi1264:1)mair1253:1;"
mand1469,"((((bara1365:1,bark1245:1,lebi1240:1,lere1242:1)biss1248:1,(((boko1266:1,(kaia1244:1,vill1241:1)boko1267:1,(illo1238:1,newb1246:1,wawa1248:1)busa1253:1)boko1265:1,(kyen1242:1,shan1282:1)kyen1241:1)busa1252:1,(maty1235:1,(bang1362:1,boun1244:1,gomb1251:1,kiem1238:1)maya1281:1,(toma1246:1)sout2844:1)mand1437:1)samo1302:1)bisa1265:1,(((((klad1234:1,((biad1234:1,blon1234:1,gaan1244:1,gama1259:1,gbap1234:1,gble1234:1,gwaa1240:1,gwee1242:1,kaad1239:1,saan1247:1,slen1234:1,teed1234:1,yiid1234:1,yoon1234:1)east2794:1,(blow1238:1,dhoo1234:1,kada1293:1,lood1234:1,lowe1406:1,rive1259:1,uppe1420:1,vain1234:1,waod1234:1,west2878:1,yizu1234:1)west2877:1)nucl1770:1)dann1241:1,(gooa1234:1,(booo1257:1,guse1238:1,gweo1238:1,naoo1238:1,waad1238:1,yili1249:1)tour1242:1)tour1245:1)dant1235:1,(guro1248:1,(bhoo1238:1,klan1243:1,taan1239:1,yaan1242:1,yooo1238:1)yaou1238:1)guro1247:1)guro1246:1,mann1248:1)guro1245:1,(((beng1286:1,ngen1256:1)beng1291:1,(boka1250:1,bokw1238:1,ndaa1238:1,tuka1245:1)gagu1242:1)beng1285:1,(gbin1239:1)unun9970:1,(mwan1250:1,(kemu1238:1,miam1251:1)wann1242:1)wanm1243:1)nwab1239:1)sout3140:1)east2697:1,((((((jalk1242:1,jeri1242:1)jeri1241:1,((atum1238:1,bung1267:1,dwer1238:1,gyog1238:1,hwel1241:1,ntol1238:1)ligb1244:1,tonj1246:1)jogo1242:1)jogo1241:1,(((((bele1249:1,gana1273:1,sann1238:1,sego1238:1,sika1260:1,somo1238:1,stan1305:1)bamb1269:1,(blac1270:1,whit1268:1)bolo1266:1,(diou1238:1,kong1292:1,tagb1257:1)dyul1238:1,((aman1263:1,booo1256:1,koul1238:1,wasu1254:1)east2426:1,kony1250:1,many1261:1,sank1253:1)mane1267:1,((koro1306:1,(nigb1238:1,nucl1446:1,saga1263:1,siak1238:1)koya1253:1)koro1315:1,(bara1364:1,fina1241:1,koro1307:1,maho1250:1,tene1247:1)maho1249:1,(bodo1274:1,nafa1259:1,odie1238:1,sien1239:1,toud1238:1,vand1244:1,wasu1257:1)woje1238:1,(kani1280:1,kara1485:1,woro1257:1)woro1256:1)mani1303:1,(gass1238:1,noun1238:1,safa1244:1)mark1256:1)east2425:1,((kago1248:1,(fula1270:1)kita1249:1)kita1248:1,mand1436:1,(jaha1245:1,(keni1246:1,nyox1238:1)west2500:1,xaas1235:1)xaso1239:1)west2499:1)mand1435:1,(((cent2367:1,kank1246:1)cent2366:1,kuru1312:1,wure1234:1)kaka1265:1,(barr1248:1,mank1254:1,mong1339:1,neyy1238:1,nien1238:1,samb1317:1,seng1279:1)kura1250:1,(kass1249:1,koun1238:1,tang1346:1,yomb1246:1)lele1266:1,mixi1241:1)nucl1445:1)mand1434:1,((cent2048:1,nort2821:1)kono1268:1,vaii1241:1)vaik1238:1)mand1433:1)mand1432:1,(susu1250:1,(firi1238:1,musa1264:1,suli1238:1)yalu1240:1)susu1249:1)cent2047:1,((guin1254:1,kono1267:1,libe1247:1)kpel1252:1,(((bulu1252:1,bund1255:1,gizi1238:1,wubo1238:1,ziem1238:1)loma1260:1,((fasa1234:1,woib1234:1)cent2376:1,lula1234:1,(guin1261:1,koim1234:1,veke1234:1,woim1234:1,yala1268:1,ziye1234:1)sout3340:1)toma1245:1)loma1259:1,(((hasa1248:1,hemb1243:1,luka1238:1,taha1240:1,wawa1247:1,wulu1242:1)band1352:1,zial1235:1)band1351:1,((buya1246:1,gben1242:1,koya1250:1,laia1241:1,libi1245:1,magb1238:1,nagb1238:1,ngoa1238:1,ribb1238:1,sand1272:1)loko1255:1,(kooo1243:1,kpaa1243:1,sewa1250:1,waan1239:1)mend1266:1)mend1265:1)mend1264:1)mend1263:1)sout2842:1)mand1431:1,((((jere1245:1,kuko1238:1,kure1239:1,sank1252:1,tank1238:1,yaba1247:1)nort2819:1,(beng1283:1,sogo1245:1,syaa1239:1,syab1238:1,vore1241:1,zara1248:1)sout2840:1)bobo1253:1,(((bank1258:1,duun1242:1,(kpan1247:1,dzuu1242:1)dzuu1241:1,kpee1234:1)duun1245:1,(nort2820:1,sout2841:1)seek1238:1)samo1309:1,jowu1238:1)duun1244:1)duun1243:1,((hain1253:1,((debo1238:1,koro1305:1,koty1238:1,pond1250:1)jena1242:1,(tiem1235:1,tiey1235:1)tibo1240:1)nucl1444:1)bozo1252:1,(sini1242:1,(azer1256:1,gady1242:1,kinb1238:1,xenq1238:1)soni1259:1)soni1258:1)soni1257:1)samo1308:1)west2780:1)mand1469:1;"
mang1423,"(mang1381:1,(alaw1244:1,mara1385:1,wand1263:1)mara1414:1)mang1423:1;"
mani1293,"((((gunn1248:1,gunn1247:1,gunn1249:1)bura1267:1,gura1252:1)bure1238:1,naka1260:1)bure1237:1,djee1236:1)mani1293:1;"
manu1261,"((koki1244:1,koki1243:1,kori1263:1)doro1266:1,(amot1240:1,didi1260:1,gebi1241:1,imil1243:1,mari1439:1,oibu1239:1,uder1239:1)mari1438:1)manu1261:1;"
maoo1243,"((kere1282:1,nucl1341:1)bamb1262:1,(ganz1246:1,(hozo1236:1,seze1235:1)hozo1235:1)west2445:1)maoo1243:1;"
mata1289,"((maca1260:1,(fore1271:1,rive1261:1)niva1238:1)mata1290:1,((iyow1239:1,iyoj1235:1)chor1274:1,(wich1264:1,wich1262:1,(berm1242:1)wich1263:1)wich1261:1)mata1291:1)mata1289:1;"
maya1287,"(((((agua1252:1,ixil1251:1)ixil1250:1,(mamm1241:1,tekt1235:1)mame1240:1)grea1277:1,(((kaqc1270:1,tzut1248:1)cakc1244:1,(achi1256:1,kich1262:1)quic1275:1,saca1238:1,sipa1247:1)core1251:1,kekc1242:1,(poqo1253:1,poqo1254:1)poco1241:1,uspa1245:1)grea1276:1)quic1274:1,((((chol1282:1,(buen1245:1,mira1253:1,tamu1247:1)taba1266:1)chol1281:1,(chol1283:1,chor1273:1)chor1272:1,epig1241:1)chol1287:1,((chan1320:1,tena1239:1)tzel1254:1,tzot1259:1)tzel1253:1)chol1286:1,((chuj1250:1,tojo1241:1)chuj1249:1,((west2635:1,popt1235:1,qanj1241:1)kanj1263:1,(moto1243:1,tuza1238:1)moch1257:1)kanj1262:1)kanj1261:1)west2865:1,((itza1241:1,mopa1243:1)mopa1242:1,((laca1244:1,naja1242:1)laca1243:1,yuca1254:1)yuca1253:1)yuca1252:1)core1254:1,(chic1271:1,huas1242:1)huas1241:1)maya1287:1;"
mirn1241,"(djin1251:1,(ngar1283:1,(binb1242:1,(guda1243:1,nucl1328:1)guda1242:1)wamb1258:1)guda1245:1,((jami1236:1,ngal1294:1)djam1255:1,nung1291:1)djam1254:1)mirn1241:1;"
misu1242,"((baym1237:1,cabo1236:1,hond1244:1,tawi1239:1,wank1238:1)misk1235:1,((caca1247:1,mata1288:1)mata1287:1,((pana1304:1,nica1250:1)maya1285:1,(kukr1239:1,ulwa1238:1)ulwa1239:1)sumu1234:1)suma1272:1)misu1242:1;"
miwo1274,"((kark1259:1,(chal1270:1,(east2548:1,sanf1261:1,sant1427:1,sant1428:1,sole1242:1)nort2969:1)nort3252:1,(mont1270:1,muts1243:1,rums1243:1)sout2986:1)cost1250:1,((baym1241:1,plai1259:1,((east2547:1,west2634:1)cent2140:1,nort2968:1,sout2985:1)sier1249:1)east2546:1,((bode1246:1,huim1238:1,mari1441:1)coas1301:1,lake1258:1)west2633:1)miwo1275:1)miwo1274:1;"
mixe1284,"(((((((camo1252:1,coat1239:1)coat1238:1,isth1238:1,maza1292:1)lowl1263:1,((nucl1646:1,ocot1241:1)juqu1238:1,(atit1238:1,cotz1238:1,mixe1283:1,mixi1242:1,olot1240:1,puxm1238:1,zaca1240:1)nort2939:1)midl1241:1)lowl1269:1,tlah1239:1)lowl1268:1,toto1305:1,ulte1235:1)oaxa1241:1,olut1240:1,sayu1241:1,tapa1260:1)mixe1286:1,(((ocot1242:1,ostu1241:1)copa1236:1,(chap1265:1,sanp1256:1)fran1266:1,jito1235:1,rayo1235:1)chia1261:1,chim1300:1,(high1276:1,taba1264:1,texi1237:1)gulf1238:1)zoqu1261:1)mixe1284:1;"
momb1255,"(kone1241:1,nucl1452:1)momb1255:1;"
mong1349,"(kita1247:1,((hail1246:1,ilid1234:1,midd1365:1,(bute1242:1,mori1279:1,nenj1234:1,qiqi1238:1)nonn1234:1)daur1238:1,((((barg1251:1)chin1476:1,(agaa1241:1,khor1270:1)mong1330:1,(alar1239:1,barg1250:1,boha1238:1,bula1254:1,ekhi1238:1,ninz1245:1,okaa1242:1,tunk1240:1,unga1252:1)russ1264:1)buri1258:1,((dari1250:1,halh1239:1,khot1253:1,sart1248:1,tson1247:1)halh1238:1,(alas1256:1,(alta1279:1,alta1280:1,bayi1240:1,damb1251:1,khos1234:1,khot1255:1,khow1243:1,ming1257:1,zakh1248:1)oira1262:1,dark1243:1,deed1234:1,jung1241:1,(buza1239:1,dorb1242:1,(oren1239:1,ural1276:1)torg1245:1)kalm1244:1,sart1247:1)kalm1243:1,(chah1241:1,ejin1238:1,jiri1239:1,joud1238:1,jost1238:1,ordo1245:1,shil1261:1,tumu1241:1,ulan1238:1)peri1253:1)mong1331:1)khal1273:1,(mank1257:1,urul1234:1)kham1281:1)oira1260:1,midd1351:1,(kare1336:1,kund1252:1)mogh1245:1,(east2337:1,(((jish1241:1,tong1310:1)bona1250:1,(siji1238:1,suon1238:1,wang1256:1)dong1285:1,kang1281:1)baoa1237:1,(minh1238:1,huzh1238:1)tuuu1240:1)shir1260:1)sout2705:1)mong1329:1)mong1349:1;"
monu1249,"(lila1246:1,nucl1458:1)monu1249:1;"
more1255,"((((badi1247:1,ngka1235:1)ngka1236:1,sota1242:1)ngkr1234:1,(ngka1237:1,((bark1251:1,ngkr1235:1,ngkr1238:1)ngkr1237:1)ngkr1236:1)smar1235:1)kanu1280:1,(((dree1234:1,nama1266:1)nama1270:1,nama1267:1,(namn1239:1,nucl1459:1)namb1293:1,(lenn1234:1,namo1246:1)namo1249:1,neme1244:1,nenn1238:1)namb1292:1,(aram1253:1,((anta1254:1,kama1361:1,komn1238:1,wara1295:1,were1243:1)wara1294:1,kunj1246:1)wara1293:1,(mbla1238:1,ranm1238:1)blaf1238:1,rema1238:1,(bala1317:1,bens1234:1,koro1319:1,koro1320:1,kann1258:1)gunt1241:1)tond1250:1,(lowe1408:1,uppe1421:1)yeii1239:1)more1256:1)more1255:1;"
musk1252,"((alab1237:1,apal1237:1,koas1236:1)alab1247:1,(nucl1645:1,semi1265:1)cree1270:1,(hitc1239:1,nucl1245:1)mika1239:1,(chic1270:1,choc1276:1)west2614:1)musk1252:1;"
nada1235,"((daww1239:1,((nehu1238:1,tuhu1238:1,hupd1245:1)hupd1244:1,yuhu1238:1)hupy1235:1)east2549:1,(para1323:1,rion1246:1,roca1234:1)nade1244:1)nada1235:1;"
