Feature_ID	Feature	Possible Values	Value	Source	Comment	Contributed_datapoints	Clarifying comments	Relevant unit(s)	Function	Form	Patron	wiki_summary
GB402	Does the verb for 'see' have suppletive verb forms?	1: present, 0: absent	NA	NA	NA	NA	"This question concerns verb(s) of seeing/watching/looking, and strong suppletion in them. Suppletion is when a word is changed in such a way that the new word does not resemble the previous, for example English _went_ and _go_. If you are unsure if a form is enough different to count as suppletion, bring it up for discussion in the group.

Please note that we are not interested in words that are translated to look for, seek etc. This feature is concerned with the transitive verb of the acting fo seeing, not metaphorical extensions such as seek up."	verb	verb classification, TAM, tense, aspect, mood, modality, negation, argument marking, core arguments, oblique	suppletion, conjugation	Hedvig	"This question concerns verb(s) of seeing/watching/looking, and strong suppletion in them. Suppletion is when a word is changed in such a way that the new word does not resemble the previous, for example English _went_ and _go_. If you are unsure if a form is ""enough different"" to count as suppletion, bring it up for discussion in the group.    Please note that we are not interested in words that are translated to ""look for"", ""seek"" etc. This feature is concerned with the transitive verb of the acting fo seeing, not metaphorical extensions such as ""seek up"".     Procedure  1. Look up section on verbs of seeing  2. If none exist, search for the words ""see"", ""look"" and ""watch"" and look what you find.  3. If the verb paradigm for ""see"" is not stated, code as ""?"".  4. If the verb ""see"" is described as being non-variant in any way, code as ""0"".  5. If the verb ""see"" is suppletive anywhere, code as ""1"".  6. If unsure, bring up for discussion with patron/group     Examples  **Polish** (ISO 639-3: pol, Glottocode: poli1260)   In Polish, there is suppletion for the verb 'to see' in regards to aspect (Swan 2002:289). These stems are different enough to count as suppletion.    | Imperfective| Perfective |  | ---- |  ---- |  |widzieć| zobaczyć |         Further reading  * Dressler, Wolfgang. 1985. Suppletion in Word-Fomation. In Fisiak, J. (ed.), Historical Morphology, 97-112. The Hague: Mouton.  * Swan, Oscar E. 2002. A grammar of contemporary Polish. Bloomington: Bloomington: Slavica. 496pp.  * Veselinova, Ljuba. 2013. Suppletion According to Tense and Aspect.  In: Dryer, Matthew S. & Haspelmath, Martin (eds.)  The World Atlas of Language Structures Online.  Leipzig: Max Planck Institute for Evolutionary Anthropology.  [link](http://wals.info/chapter/79)  * Veselinova, Ljuba. 2003. Suppletion in Verb Paradigms: Bits and Pieces of a Puzzle. Stockholm University.       Related Features  * [GB300	Does the verb for 'give' have suppletive verb forms?](https://github.com/glottobank/Grambank/wiki/GB300)  * [GB402	Does the verb for 'see' have suppletive verb forms?](https://github.com/glottobank/Grambank/wiki/GB402)  * [GB403	Does the verb for 'come' have suppletive verb forms?](https://github.com/glottobank/Grambank/wiki/GB403)"
GB403	Does the verb for 'come' have suppletive verb forms?	1: present, 0: absent	NA	NA	NA	NA	This question concerns verb(s) of coming, and strong suppletion in them. Suppletion is when a word is changed in such a way that the new word does not resemble the previous, for example English _went_ and _go_. If you are unsure if a form is enough different to count as suppletion, bring it up for discussion in the group.	verb	verb classification, TAM, tense, aspect, mood, modality, negation, argument marking, core arguments, oblique	suppletion, conjugation	Hedvig	"This question concerns verb(s) of coming, and strong suppletion in them. Suppletion is when a word is changed in such a way that the new word does not resemble the previous, for example English _went_ and _go_. If you are unsure if a form is ""enough different"" to count as suppletion, bring it up for discussion in the group.     Procedure  1. Look up section on verbs of coming  2. If none exist, search for the words ""come"" and ""arrive"" and look what you find.  3. If the verb paradigm for ""come"" is not stated, code as ""?"".  4. If the verb ""come"" is described as being non-variant in any way, code as ""0"".  5. If the verb ""come"" is suppletive anywhere, code as ""1"".  6. If unsure, bring up for discussion with patron/group     Examples  **Samoan** (ISO 639-3: smo, Glottocode: samo1305)     Samoan has suppletion for ""come"" for S/A-number (Milner 1966:202). Coincidentally, this makes the plural form ambiguous for ""come"" and ""go"".     || singular | plural |    |  --|  ---- |----------- |    |come|_sau_ | _ō_ |     |go|_alu_ | _ō_ |       Further reading  * Dressler, Wolfgang. 1985. Suppletion in Word-Fomation. In Fisiak, J. (ed.), Historical Morphology, 97-112. The Hague: Mouton.  * Milner. G.B. 1966. Samoan Dictionary. Aotearoa, New Zealand: Polynesian Press.  * Veselinova, Ljuba. 2013. Suppletion According to Tense and Aspect.  In: Dryer, Matthew S. & Haspelmath, Martin (eds.)  The World Atlas of Language Structures Online.  Leipzig: Max Planck Institute for Evolutionary Anthropology.  [link](http://wals.info/chapter/79)  * Veselinova, Ljuba. 2003. Suppletion in Verb Paradigms: Bits and Pieces of a Puzzle. Stockholm University.       Related Features  * [GB300	Does the verb for 'give' have suppletive verb forms?](https://github.com/glottobank/Grambank/wiki/GB300)  * [GB402	Does the verb for 'see' have suppletive verb forms?](https://github.com/glottobank/Grambank/wiki/GB402)  * [GB403	Does the verb for 'come' have suppletive verb forms?](https://github.com/glottobank/Grambank/wiki/GB403)"
GB408	Is there any accusative alignment of flagging?	1: present, 0: absent	NA	NA	NA	NA	"Do S, A, and P arguments differ in terms of flagging (case and adposition marking)? Reply with 1 if any of the flagging subsystems (e.g. only nouns or only pronouns, or a particular tense or person) shows accusative alignment.

Although alignment types are occasionally associated with entire languages (e.g. when one says that Dyirbal is an ergative language), they in fact apply only to individual constructions. The constructions which can be observed in almost every clause are  flagging and indexing.

Flagging is a relatively new term (introduced in Haspelmath 2005). It covers any kind of argument marking on the argument itself. It includes what is traditionally referred to as case or adposition marking or by a more general term of *dependent marking* (on the clause level) (Nichols 1986).

Indexing (covered in GB089-GB094) is the marking of arguments on the verb. It is often referred to as agreement or cross-referencing or pronominal marking or head marking on the clause level in Nichols' terms."	noun, NP, case marker, adposition	argument marking, core arguments	flagging, declension	Alena	"Do S, A, and P arguments differ in terms of flagging (case and adposition marking)? Reply with ""1"" if any of the flagging subsystems (e.g. only nouns or only pronouns, or a particular tense or person) shows accusative alignment.    Although alignment types are occasionally associated with entire languages (e.g. when one says that ""Dyirbal is an ergative language""), they in fact apply only to individual constructions. The constructions which can be observed in almost every clause are  flagging and indexing.    Flagging is a relatively new term (introduced in Haspelmath 2005). It covers any kind of argument marking on the argument itself. It includes what is traditionally referred to as case or adposition marking or by a more general term of *dependent marking* (on the clause level) (Nichols 1986).    Indexing (covered in GB089-GB094) is the marking of arguments on the verb. It is often referred to as agreement or cross-referencing or pronominal marking or head marking on the clause level in Nichols' terms.     Procedure  1. Do not consider indexing. Check whether any of the S, A and P arguments are flagged in any context. Consider only the major/default predicate class, ignore any verbs with non-canonical/special flagging (e.g. the so-called ""dative-subject"" or experiencer verbs). Consider only independent clauses.  2. If there is flagging, consider which of the three arguments S, A, and P are marked identically and which differently.   3. Code 1 if the P argument is marked differently from the S argument. It does not matter whether the differences are between two overt markers or an overt marker and a zero.  4. Be aware of the differences in marking conditioned by pronoun vs. noun distinction, person, animacy, etc. Code 1 even if only some Ps (e.g. only some pronouns or only definite Ps) are coded differently from the S argument. If, a small class of nouns does not take a particular flagging for phonological or morphological reasons, ignore this class.  5. Code 0 if the P argument is always marked identically to the S argument.  6. The so-called tripartite flagging pattern receives 1 for both GB408 and GB409.  7. If in a language a particular argument role is never filled with an independent pronoun (so there is a gap for flagging on pronouns in a particular argument role), whereas other roles can be expressed with a pronoun, this should be considered as a difference in indexing and coded appropriately.     Examples  **Code 1: Imonda** (imn/imon1245, Border)  Imonda marks only animate P arguments with a special marker glossed as -GL, asin (c).   Inanimate Ps are unmarked, as in (d).   This is sufficient to code Imonda as having accusative alignment of flagging, though this alignment type is restricted to animate arguments.    ```  a. aia-l      agõ-l-i       e-uagl-ual-n     father-NOM woman-NOM-CO  DL-go-DL-PST     ‘His father and his wife went away.’ (Seiler 1985: 180)    b. ti   ed  he-li-f     tree PX  CL-lie-PRS     ‘The tree lies over there.’ (Seiler 1985: 159)       c. aia-l       edel-m    ue-ne-uõl  fe-f     father-NOM  human-GL  CL-eat-PL  dp-PRS     ‘Her father habitually eats humans.’ (Seiler 1985: 165)          d. ti    he-ual-n     three cut-DL-PST     ‘He chopped down two trees.’ (Seiler 1985: 81)  ```     Further reading  [Bernard Comrie. 2013. Alignment of Case Marking of Full Noun Phrases. In: Dryer, Matthew S. & Haspelmath, Martin (eds.) *The World Atlas of Language Structures Online*. Leipzig: MPI EVA.](http://wals.info/chapter/98)    [Haspelmath, Martin. 2005. Argument Marking in Ditransitive Alignment Types. *Linguistic Discovery* 3:1](http://journals.dartmouth.edu/cgi-bin/WebObjects/Journals.woa/xmlpage/1/article/280)     Related Features  Other alignment of flagging questions:    [GB409 Is there any ergative alignment of flagging?](https://github.com/glottobank/Grambank/wiki/GB409)    [GB410 Is there any neutral alignment of flagging?](https://github.com/glottobank/Grambank/wiki/GB410)    General questions about case marking:    [GB070 Are there morphological cases for non-pronominal core arguments (i.e. S/A/P)?](https://github.com/glottobank/Grambank/wiki/GB070)    [GB071 Are there morphological cases for pronominal core arguments (i.e. S/A/P)?](https://github.com/glottobank/Grambank/wiki/GB071)    [GB095 Are variations in marking strategies of core participants based on TAM distinctions?](https://github.com/glottobank/Grambank/wiki/GB095)"
GB409	Is there any ergative alignment of flagging?	1: present, 0: absent	NA	NA	NA	NA	"Do S, P, and A arguments differ in terms of flagging (case and adposition marking)? Reply with 1 if any of the flagging subsystems (e.g. a particular tense or person) shows ergative alignment.

Although alignment types are occasionally associated with entire languages (e.g. when one says that Dyirbal is an ergative language), they in fact apply only to individual constructions. The constructions which can be observed in almost every clause are  flagging and indexing.

Flagging is a relatively new term (introduced in Haspelmath 2005). It covers any kind of argument marking on the argument itself. It includs what is traditionally referred to as case or adposition marking or by a more general term of *dependent marking* (on the clause level) (Nichols 1986).

Indexing (covered in GB089-GB094) is the marking of arguments on the verb. It is often referred to as agreement or cross-referencing or pronominal marking or head marking on the clause level in Nichols' terms."	noun, NP, case marker, adposition	argument marking, core arguments	flagging, declension	Alena	"Do S, P, and A arguments differ in terms of flagging (case and adposition marking)? Reply with ""1"" if any of the flagging subsystems (e.g. a particular tense or person) shows ergative alignment.    Although alignment types are occasionally associated with entire languages (e.g. when one says that ""Dyirbal is an ergative language""), they in fact apply only to individual constructions. The constructions which can be observed in almost every clause are  flagging and indexing.    Flagging is a relatively new term (introduced in Haspelmath 2005). It covers any kind of argument marking on the argument itself. It includs what is traditionally referred to as case or adposition marking or by a more general term of *dependent marking* (on the clause level) (Nichols 1986).    Indexing (covered in GB089-GB094) is the marking of arguments on the verb. It is often referred to as agreement or cross-referencing or pronominal marking or head marking on the clause level in Nichols' terms.     Procedure  1. Do not consider indexing. Check whether any of the S, A, and P arguments are flagged in any context. Consider only the major/default predicate class, ignore any verbs with non-canonical/special flagging (e.g. the so-called ""dative-subject"" or experiencer verbs). Consider only independent clauses.  2. If there is flagging, consider which of the three arguments S, A, and P are marked identically and which differently. Code 1 if the A argument is marked differently from the S argument. It does not matter whether the observed differences are between two overt markers or an overt marker and a zero on any of the two arguments.  3. Code 0 if the A argument is always marked identically to the S argument.  4. If there are differences in flagging conditioned by TAM, consider the distribution in individual TAM contexts. Code 1 if S, A, and P are flagged identically only in some TAM.   5. If there are differences in flagging conditioned by such semantic categories as animacy or humanness, code both patterns. If, however, a small random class of nouns does not take a particular flagging for phonological or morphological reasons, ignore this class.  6. The so-called tripartite flagging pattern receives 1 for both GB408 and GB409.     Examples     Further reading  [Bernard Comrie. 2013. Alignment of Case Marking of Full Noun Phrases. In: Dryer, Matthew S. & Haspelmath, Martin (eds.) *The World Atlas of Language Structures Online*. Leipzig: MPI EVA.](http://wals.info/chapter/98)    [Haspelmath, Martin. 2005. Argument Marking in Ditransitive Alignment Types. *Linguistic Discovery* 3:1](http://journals.dartmouth.edu/cgi-bin/WebObjects/Journals.woa/xmlpage/1/article/280)     Related Features  Other alignment of flagging questions:    [GB408 Is there any accusative alignment of flagging?](https://github.com/glottobank/Grambank/wiki/GB408)    [GB410 Is there any neutral alignment of flagging?](https://github.com/glottobank/Grambank/wiki/GB410)    General questions about case marking:    [GB070 Are there morphological cases for non-pronominal core arguments (i.e. S/A/P)?](https://github.com/glottobank/Grambank/wiki/GB070)    [GB071 Are there morphological cases for pronominal core arguments (i.e. S/A/P)?](https://github.com/glottobank/Grambank/wiki/GB071)    [GB095 Are variations in marking strategies of core participants based on TAM distinctions?](https://github.com/glottobank/Grambank/wiki/GB095)"
GB410	Is there any neutral alignment of flagging?	1: present, 0: absent	NA	NA	NA	NA	"Are S, A, and P arguments flagged identically? In case of split systems, reply with 1 if any of the subsystems (e.g. a particular tense or person) shows neutral alignment. Reply with 1 if none of the three arguments is overtly flagged (i.e. if all three arguments are zero-marked).

Although alignment types are occasionally associated with entire languages (e.g. when one says that Dyirbal is an ergative language), they in fact apply only to individual constructions. The constructions which can be observed in almost every clause are  flagging and indexing.

Flagging is a relatively new term (introduced in Haspelmath 2005). It covers any kind of argument marking on the argument itself. It includs what is traditionally referred to as case or adposition marking or by a more general term of *dependent marking* (on the clause level) (Nichols 1986).

Indexing (covered in GB089-GB094) is the marking of arguments on the verb. It is often referred to as agreement or cross-referencing or pronominal marking or head marking on the clause level in Nichols' terms."	noun, NP, case marker, adposition	argument marking, core arguments	flagging, declension	Alena	"Are S, A, and P arguments flagged identically? In case of split systems, reply with ""1"" if any of the subsystems (e.g. a particular tense or person) shows neutral alignment. Reply with ""1"" if none of the three arguments is overtly flagged (i.e. if all three arguments are zero-marked).    Although alignment types are occasionally associated with entire languages (e.g. when one says that ""Dyirbal is an ergative language""), they in fact apply only to individual constructions. The constructions which can be observed in almost every clause are  flagging and indexing.    Flagging is a relatively new term (introduced in Haspelmath 2005). It covers any kind of argument marking on the argument itself. It includs what is traditionally referred to as case or adposition marking or by a more general term of *dependent marking* (on the clause level) (Nichols 1986).    Indexing (covered in GB089-GB094) is the marking of arguments on the verb. It is often referred to as agreement or cross-referencing or pronominal marking or head marking on the clause level in Nichols' terms.     Procedure  1. Do not consider indexing. Check whether any of the S, A and P arguments are flagged in any context. Consider only the major/default predicate class, ignore any verbs with non-canonical/special flagging (e.g. the so-called ""dative-subject"" or experiencer verbs). Consider only independent clauses.  2. Code 1 if there is never an overt marking on all of the three arguments S, A, and P.  3. If there is a special marking for A or P, check whether it is used in all contexts. In partucular, be aware of the differences in marking conditioned by pronoun vs. noun distinction, person, animacy, etc. Code 1 even if only some  pronouns or only nouns are identically coded in all the three argument roles. If, however, a small random class of nouns does not take a particular flagging for phonological or morphological reasons, ignore this class.  4. If there are differences in flagging conditioned by TAM, consider the distribution in individual TAM contexts. Code 1 if S, A, and P are flagged identically only in some TAM.   5. Code 0 if either A or P or both are always marked differently than S.     Examples  **Code 1: Imonda** (imn/imon1245, Border)  Imonda marks animate P arguments with a special marker glossed as -GL (cf. c). However, when one considers inanimate arguments, S, A, and P are unmarked and thus show neutral alignment (cf. c and d).    ```  a. aia-l      agõ-l-i       e-uagl-ual-n     father-NOM woman-NOM-CO  DL-go-DL-PST     ‘His father and his wife went away.’ (Seiler 1985: 180)    b. ti   ed  he-li-f     tree PX  CL-lie-PRS     ‘The tree lies over there.’ (Seiler 1985: 159)       c. aia-l       edel-m    ue-ne-uõl  fe-f     father-NOM  human-GL  CL-eat-PL  dp-PRS     ‘Her father habitually eats humans.’ (Seiler 1985: 165)          d. ti    he-ual-n     three cut-DL-PST     ‘He chopped down two trees.’ (Seiler 1985: 81)  ```     Further reading  [Bernard Comrie. 2013. Alignment of Case Marking of Full Noun Phrases. In: Dryer, Matthew S. & Haspelmath, Martin (eds.) *The World Atlas of Language Structures Online*. Leipzig: MPI EVA.](http://wals.info/chapter/98)    [Haspelmath, Martin. 2005. Argument Marking in Ditransitive Alignment Types. *Linguistic Discovery* 3:1](http://journals.dartmouth.edu/cgi-bin/WebObjects/Journals.woa/xmlpage/1/article/280)     Related Features  Other alignment of flagging questions:    [GB408 Is there any accusative alignment of flagging?](https://github.com/glottobank/Grambank/wiki/GB408)    [GB409 Is there any ergative alignment of flagging?](https://github.com/glottobank/Grambank/wiki/GB409)    General questions about case marking:    [GB070 Are there morphological cases for non-pronominal core arguments (i.e. S/A/P)?](https://github.com/glottobank/Grambank/wiki/GB070)    [GB071 Are there morphological cases for pronominal core arguments (i.e. S/A/P)?](https://github.com/glottobank/Grambank/wiki/GB071)    [GB095 Are variations in marking strategies of core participants based on TAM distinctions?](https://github.com/glottobank/Grambank/wiki/GB095)"
GB415	Is there a politeness distinction in 2nd person forms?	1: present, 0: absent	NA	NA	NA	NA	This feature asks whether there are different 2nd person pronoun forms that are used based on the level of respect accorded by the speaker to the addressee. In some cases polite pronouns are used to indicate a level of formality or unfamiliarity between speaker and addressee. In other cases politeness distinctions are used according to very specific social relationships between speaker and addressee, such as relative age, social status, or kinship. If multiple 2nd person pronoun forms exist in a single number category, and their use is patterned according to the level of intimacy or hierarchy of social relationship between speaker and addressee, this will suffice for a (1) code.	pronoun, index, verb	politeness, person	paradigm, declension	Hannah	This feature asks whether there are different 2nd person pronoun forms that are used based on the level of respect accorded by the speaker to the addressee. In some cases polite pronouns are used to indicate a level of formality or unfamiliarity between speaker and addressee. In other cases politeness distinctions are used according to very specific social relationships between speaker and addressee, such as relative age, social status, or kinship. If multiple 2nd person pronoun forms exist in a single number category, and their use is patterned according to the level of intimacy or hierarchy of social relationship between speaker and addressee, this will suffice for a (1) code.     Procedure  1. If there exists, for any number category, multiple 2nd person pronoun forms ...  2. And if those pronoun forms are used to indicate respect or intimacy, or are used according to social relationships between the speaker and the addressee, code 1.  3. If multiple 2nd person pronoun forms exist for any number category but their usage does not reflect social relationships, intimacy, respect, then code 0.  4. If there are not multiple 2nd person pronoun forms for any number category, code 0.  5. If there are multiple pronominal forms that are used for 2nd person meanings that express a distinction in politeness, but these forms are used to express other distinctions in the paradigm, this is sufficient to code 1.     Examples  Examples are not yet available, but will be inserted shortly.     Further reading  Brown, P. and S.C. Levinson. 1987. *Politeness*. Cambridge: Cambridge University Press.    Brown, R. and A. Gilman. 1960. The Pronouns of Power and Solidarity. In T.A. Sebeok, (ed.), *Style in Language*. 253-276. Cambridge, MA: MIT Press.     Related Features  GB196: Male/Female distinction in 2nd person pronouns
GB421	Is there a preposed complementizer in complements of verbs of thinking and/or knowing?	1: present, 0: absent					In verbs of thinking of knowing, is there a complementizer preposed to the complement? For example, English has a preposed complementizer 'that' ('I know that the hat is blue' / 'I think that the hat is blue'). The complementizer does not have to be phonologically free.	verb, index, complementizer, particle, clause	subordination	word order	Hedvig	"In verbs of thinking of knowing, is there a complementizer preposed to the complement? For example, English has a preposed complementizer 'that' ('I know that the hat is blue' / 'I think that the hat is blue'). The complementizer does not have to be phonologically free.     Procedure     Available standardised comments  * Not mentioned	      Examples     Further reading    Bashir, Elena. (1996) Mosaic of Tongues: Quotatives and Complementizers in Northwest Indo-Aryan, Burushaski, and Balti. In William L. Hanaway & Wilma Heston (eds.), Studies in Pakistani popular culture, 187-286. Lahore: Sang-e-Meel.     Related Features    GB422: Is there a postposed complementizer in complements of verbs of thinking and/or knowing?"
GB422	Is there a postposed complementizer in complements of verbs of thinking and/or knowing?	1: present, 0: absent					In verbs of thinking of knowing, is there a complementizer postposed to the complement? For example, Japanese has postposed complementizer 'to'. The complementizer does not have to be phonologically free.	verb, index, complementizer, particle, clause	subordination	word order	Hedvig	"In verbs of thinking of knowing, is there a complementizer postposed to the complement? For example, Japanese has postposed complementizer 'to'. The complementizer does not have to be phonologically free.     Procedure     Available standardised comments  * Not mentioned	      Examples  (1) Japanese has postposed complementizer _to_.  ```  Boku-wa  [[ Bill-ga tensai-da]  to]   omotta.  I-TOP       NOM     genius-is   COMP  thought  I thought that Bill was a genius. (Namai 1999: 158)  ```   Further reading    Bashir, Elena. (1996) Mosaic of Tongues: Quotatives and Complementizers in Northwest Indo-Aryan, Burushaski, and Balti. In William L. Hanaway & Wilma Heston (eds.), Studies in Pakistani popular culture, 187-286. Lahore: Sang-e-Meel.     Related Features    [GB421: Is there a preposed complementizer in complements of verbs of thinking and/or knowing?](https://github.com/glottobank/Grambank/wiki/GB421)"
GB430	Can adnominal possession be marked by a prefix on the possessor?	1: present, 0: absent	NA	NA	NA	NA	This feature targets a specific type of adnominal possessive construction, namely one where a possessor (either nominal or pronominal) is marked with a prefix or proclitic to indicate possession of an object. This frequently takes the form of a genitive prefix on a possessor, but may also involve other types of prefixes or proclitics. Crucially, the possession must be marked by an element that precedes and is phonologically bound to the possessor nominal/pronominal.	noun, NP, case marker, index	attributive possession, attribution, genitive	word order, flagging, prefixation	Hannah	"This feature targets a specific type of adnominal possessive construction, namely one where a possessor (either nominal or pronominal) is marked with a prefix or proclitic to indicate possession of an object. This frequently takes the form of a genitive prefix on a possessor, but may also involve other types of prefixes or proclitics. Crucially, the possession must be marked by an element that precedes and is phonologically bound to the possessor nominal/pronominal.     Procedure  1. Code 1 if there is at least one element which according to the author is bound phonologically to the possessor noun/pronoun, and which precedes that noun/pronoun.         Examples    **Zulu** (ISO 639-3: zul, Glottolog: zulu1248)    'The possessor noun is usually preceded by a prefix that shows agreement with the  possessee, called possessive agreement.' (de Dreu 2008: 44)    ukhezo lomfazi    u- khezo lwa- u- mfazi    AUG- 11.spoon POSS11- AUG- woman    “the spoon of a woman”    (de Dreu 2008: 44, ex. 1a)    i- ngane ya- mi    AUG- 9.child POSS9-PN1S    ""child of mine""    (de Dreu 2008: 45, ex. 3)    Zulu would be coded 1, because the possessive agreement morpheme is phonologically dependent on the possessor noun or pronoun and it occurs to the left of that noun/pronoun. The relative order of possessor and possessum is not important to this feature, nor is the exact nature of the possessive-flagging prefix (here it marks possession and agreement with the possessum; in other languages it could be a genitive marker).       Further reading    Aikhenvald, Alexandra Y. and R. M. W. Dixon, eds. 2013. *Possession and Ownership: A cross-linguistic typology*. Oxford: Oxford University Press.    Baron, Irène, Michael Herslund, and Finn Sørensen, eds. 2001. *Dimensions of Possession*. Amsterdam: John Benjamins.     Related Features  * GB065: Order of possessor and possessed  * GB431: Possession marked by a prefix on possessed noun  * GB432: Possession marked by a suffix on possessor  * GB433: Possession marked by a suffix on possessed noun"
GB431	Can adnominal possession be marked by a prefix on the possessed noun?	1: present, 0: absent	NA	NA	NA	NA	This feature targets a specific type of adnominal possessive construction, namely one where possession is marked by a prefix or proclitic on the possessed noun. In some cases, the morpheme that marks possession indexes agreement categories of the possessor. Crucially, the possession must be marked by an element that precedes and is phonologically bound to that possessed noun.	noun, NP, case marker, index	attributive possession, attribution, genitive	word order, flagging, prefixation	Hannah	This feature targets a specific type of adnominal possessive construction, namely one where possession is marked by a prefix or proclitic on the possessed noun. In some cases, the morpheme that marks possession indexes agreement categories of the possessor. Crucially, the possession must be marked by an element that precedes and is phonologically bound to that possessed noun.     Procedure  1. Code 1 if there is at least one element which according to the author is bound phonologically to the possessed noun, and which precedes that noun.       Examples    **Nanti** (ISO 639-3: cox, Glottolog: nant1250)    i- banko    3msg- house    *his house*    i- banko Ihonira    3msg- house pers.name    *Ihonira's house*    irashi i- banko    3msg.poss 3msg- house    *his house*    i- gemari -te    3msg- tapir -ALN.POSS    *his tapir*    Inalienable possession in Nanti is expressed by a prefix on the possessed noun, which indicates the person, number, gender of the possessor. A nominal possessor or possessive pronoun may also be included in the phrase. Nominal possessors follow the possessed noun in unmarked constructions, but may appear to the left of the possessum when they are in contrastive focus. Pronominal possessors occur to the left of possessed nouns. Alienable possession uses the same prefixes as inalienable possession, but also includes an alienable possession suffix on the possessed noun. Nanti would be coded 1 for this feature because it has a possessive construction that uses a prefix on the possessed noun to mark the possession relationship.    (Michael 2012: 151-152)       Further reading    Aikhenvald, Alexandra Y. and R. M. W. Dixon, eds. 2013. *Possession and Ownership: A cross-linguistic typology*. Oxford: Oxford University Press.    Baron, Irène, Michael Herslund, and Finn Sørensen, eds. 2001. *Dimensions of Possession*. Amsterdam: John Benjamins.     Related Features  * GB065: Order of possessor and possessed  * GB430: Possession marked by a prefix on possessor  * GB432: Possession marked by a suffix on possessor  * GB433: Possession marked by a suffix on possessed noun
GB432	Can adnominal possession be marked by a suffix on the possessor?	1: present, 0: absent	NA	NA	NA	NA	This feature targets a specific type of adnominal possessive construction, namely one where a possessor (either nominal or pronominal) is marked with a suffix or enclitic to indicate possession of an object. This frequently takes the form of a genitive suffix on a possessor, but may also involve other types of suffixes or enclitics. Crucially, the possession must be marked by an element that follows and is phonologically bound to the possessor nominal/pronominal.	noun, NP, case marker, index	attributive possession, attribution, genitive	word order, flagging, suffixation	Hannah	This feature targets a specific type of adnominal possessive construction, namely one where a possessor (either nominal or pronominal) is marked with a suffix or enclitic to indicate possession of an object. This frequently takes the form of a genitive suffix on a possessor, but may also involve other types of suffixes or enclitics. Crucially, the possession must be marked by an element that follows and is phonologically bound to the possessor nominal/pronominal.     Procedure  1. Code 1 if there is at least one element which according to the author is bound phonologically to the possessor noun phrase or pronoun, and which follows that noun/pronoun.       Examples    **Southeastern Pomo** (ISO 639-3: pom, Glottolog: sout2982)    Possession is marked by a suffix -it on the possessor, and in the case of alienable possession an additional suffix -baq, which indicates that the relationship between possessor and possessum is alienable.    hayut xin    hayu-it xin    dog-POSS name    *the dog's name*    bt&803;edit xal    bt&803;ed-it xal    woman-POSS arm    *the woman's arm*    hayutbaq ca    hayu-it-baq ca    dog-POSS-ALIEN house    *the dog's house*    &577;uyitbaq ca    &577;uyi-it-baq ca    3s-POSS-ALIEN house    *his house*    (Moshinsky 1974: 95)    Southeastern Pomo would be coded 1.    **Wappo** (ISO 639-3: wao, Glottolog: wapp1239)    Wappo expresses alienable possession by marking the possessor noun or pronoun with a genitive suffix. The possessor precedes the possessed noun in unmarked constructions.    me-me&577; chipe tu:niku&577;    2SG-GEN red dress    *your red dress*    (Thompson et al. 2014: 9, ex. 7)    k'ew-me&577; k'e&353;u    man-GEN meat    *the man's meat*    (Thompson et al. 2014: 14, ex. 36)    Wappo would be coded 1 because this genitive suffix marks possessive relationships and is phonologically bound to the right of the possessor noun.     Further reading    Aikhenvald, Alexandra Y. and R. M. W. Dixon, eds. 2013. *Possession and Ownership: A cross-linguistic typology*. Oxford: Oxford University Press.    Baron, Irène, Michael Herslund, and Finn Sørensen, eds. 2001. *Dimensions of Possession*. Amsterdam: John Benjamins.     Related Features  * GB065: Order of possessor and possessed  * GB430: Possession marked by a prefix on possessor  * GB431: Possession marked by a prefix on possessed noun  * GB433: Possession marked by a suffix on possessed noun
